"Subject","IPhash","Question","Answer"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","L3_level","elementary"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","gender","female"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","handedness","righthanded"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","Strategy","Meist war die Handlung wichtig, der Beruf der Person unwichtig, deshalb habe ich mich eher darauf konzentriert."
27,"1e178a61d2c4c66c48cb04af90bb9d8e","Guesses","Vielleicht ob die Relevanz des Textes Auswirkungen auf das Verständnis hat (z. B. Tötung vs. Schwimmunterricht)"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","Experiment_length","medium"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","Task_difficulty","very easy"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","Problems","nein"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","Remarks","nein"
27,"1e178a61d2c4c66c48cb04af90bb9d8e","KeepData","yes"
28,"32f24f8f94e4e9121cb8472fe0c858af","handedness","righthanded"
28,"32f24f8f94e4e9121cb8472fe0c858af","gender","female"
28,"32f24f8f94e4e9121cb8472fe0c858af","L3_level","elementary"
28,"32f24f8f94e4e9121cb8472fe0c858af","L2_level","elementary"
28,"32f24f8f94e4e9121cb8472fe0c858af","L1_level","fluent"
28,"32f24f8f94e4e9121cb8472fe0c858af","Age","23"
28,"32f24f8f94e4e9121cb8472fe0c858af","L3_age","18"
28,"32f24f8f94e4e9121cb8472fe0c858af","L3","Dutch"
28,"32f24f8f94e4e9121cb8472fe0c858af","L2_age","12"
28,"32f24f8f94e4e9121cb8472fe0c858af","L2","Spanisch"
28,"32f24f8f94e4e9121cb8472fe0c858af","L1_age","8"
28,"32f24f8f94e4e9121cb8472fe0c858af","L1","Englisch"
28,"32f24f8f94e4e9121cb8472fe0c858af","Native_language","Deutsch"
28,"32f24f8f94e4e9121cb8472fe0c858af","Task_difficulty","very easy"
28,"32f24f8f94e4e9121cb8472fe0c858af","Experiment_length","medium"
28,"32f24f8f94e4e9121cb8472fe0c858af","Guesses",""
28,"32f24f8f94e4e9121cb8472fe0c858af","Strategy","Nein; so schnell wie möglich"
28,"32f24f8f94e4e9121cb8472fe0c858af","KeepData","yes"
28,"32f24f8f94e4e9121cb8472fe0c858af","Remarks",""
28,"32f24f8f94e4e9121cb8472fe0c858af","Problems",""
29,"a0979dc09ecc8e6438e467abc58f0ced","Native_language","Deutsch"
29,"a0979dc09ecc8e6438e467abc58f0ced","L1","Englisch"
29,"a0979dc09ecc8e6438e467abc58f0ced","L1_age","8"
29,"a0979dc09ecc8e6438e467abc58f0ced","L2","Französisch"
29,"a0979dc09ecc8e6438e467abc58f0ced","L2_age","12"
29,"a0979dc09ecc8e6438e467abc58f0ced","L3","Spanisch"
29,"a0979dc09ecc8e6438e467abc58f0ced","L3_age","15"
29,"a0979dc09ecc8e6438e467abc58f0ced","Age","21"
29,"a0979dc09ecc8e6438e467abc58f0ced","L1_level","fluent"
29,"a0979dc09ecc8e6438e467abc58f0ced","L2_level","elementary"
29,"a0979dc09ecc8e6438e467abc58f0ced","L3_level","elementary"
29,"a0979dc09ecc8e6438e467abc58f0ced","gender","female"
29,"a0979dc09ecc8e6438e467abc58f0ced","handedness","righthanded"
29,"a0979dc09ecc8e6438e467abc58f0ced","Strategy","Ich hab den ersten Satz immer laut vorgelesen, damit ich ihn mir besser merken kann. Hat leider nicht immer funktioniert."
29,"a0979dc09ecc8e6438e467abc58f0ced","Guesses","Keine Ahnung"
29,"a0979dc09ecc8e6438e467abc58f0ced","Experiment_length","medium"
29,"a0979dc09ecc8e6438e467abc58f0ced","Task_difficulty","medium"
29,"a0979dc09ecc8e6438e467abc58f0ced","Problems","Nein"
29,"a0979dc09ecc8e6438e467abc58f0ced","Remarks","Nein, nichts :)"
29,"a0979dc09ecc8e6438e467abc58f0ced","KeepData","yes"
30,"4f0d0cceb76c28959a757be818ff2367","Native_language","Deutsch und Tschechisch"
30,"4f0d0cceb76c28959a757be818ff2367","L1","Englisch"
30,"4f0d0cceb76c28959a757be818ff2367","L1_age","10"
30,"4f0d0cceb76c28959a757be818ff2367","L2","Spanisch"
30,"4f0d0cceb76c28959a757be818ff2367","L2_age","14"
30,"4f0d0cceb76c28959a757be818ff2367","L3",""
30,"4f0d0cceb76c28959a757be818ff2367","L3_age",""
30,"4f0d0cceb76c28959a757be818ff2367","Age","21"
30,"4f0d0cceb76c28959a757be818ff2367","L1_level","fluent"
30,"4f0d0cceb76c28959a757be818ff2367","L2_level","intermediate"
30,"4f0d0cceb76c28959a757be818ff2367","gender","female"
30,"4f0d0cceb76c28959a757be818ff2367","handedness","righthanded"
30,"4f0d0cceb76c28959a757be818ff2367","Strategy","Den ersten Satz lange lesen und den Rest auf sich zu kommen lassen"
30,"4f0d0cceb76c28959a757be818ff2367","Guesses",""
30,"4f0d0cceb76c28959a757be818ff2367","Experiment_length","medium"
30,"4f0d0cceb76c28959a757be818ff2367","Task_difficulty","medium"
30,"4f0d0cceb76c28959a757be818ff2367","Problems","nein"
30,"4f0d0cceb76c28959a757be818ff2367","Remarks",""
30,"4f0d0cceb76c28959a757be818ff2367","KeepData","yes"
31,"4454a35a4f16c1509ad78458e9438d45","handedness","righthanded"
31,"4454a35a4f16c1509ad78458e9438d45","gender","female"
31,"4454a35a4f16c1509ad78458e9438d45","L3_level","elementary"
31,"4454a35a4f16c1509ad78458e9438d45","L2_level","intermediate"
31,"4454a35a4f16c1509ad78458e9438d45","L1_level","fluent"
31,"4454a35a4f16c1509ad78458e9438d45","Age","21"
31,"4454a35a4f16c1509ad78458e9438d45","L3_age","15"
31,"4454a35a4f16c1509ad78458e9438d45","L3","Spanisch"
31,"4454a35a4f16c1509ad78458e9438d45","L2_age","13"
31,"4454a35a4f16c1509ad78458e9438d45","L2","Französisch"
31,"4454a35a4f16c1509ad78458e9438d45","L1_age","1"
31,"4454a35a4f16c1509ad78458e9438d45","L1","Englisch"
31,"4454a35a4f16c1509ad78458e9438d45","Native_language","Deutsch"
31,"4454a35a4f16c1509ad78458e9438d45","Task_difficulty","very easy"
31,"4454a35a4f16c1509ad78458e9438d45","Experiment_length","medium"
31,"4454a35a4f16c1509ad78458e9438d45","Guesses","Nein"
31,"4454a35a4f16c1509ad78458e9438d45","Strategy","Nein"
31,"4454a35a4f16c1509ad78458e9438d45","KeepData","yes"
31,"4454a35a4f16c1509ad78458e9438d45","Remarks","Nein"
31,"4454a35a4f16c1509ad78458e9438d45","Problems","Nein"
32,"3812679769cd796509115b25b0f8247b","Native_language","Deutsch"
32,"3812679769cd796509115b25b0f8247b","L1","Englisch"
32,"3812679769cd796509115b25b0f8247b","L1_age","11"
32,"3812679769cd796509115b25b0f8247b","L2","Französisch"
32,"3812679769cd796509115b25b0f8247b","L2_age","12"
32,"3812679769cd796509115b25b0f8247b","L3","Japanisch"
32,"3812679769cd796509115b25b0f8247b","L3_age","16"
32,"3812679769cd796509115b25b0f8247b","Age","31"
32,"3812679769cd796509115b25b0f8247b","L1_level","fluent"
32,"3812679769cd796509115b25b0f8247b","L2_level","intermediate"
32,"3812679769cd796509115b25b0f8247b","L3_level","elementary"
32,"3812679769cd796509115b25b0f8247b","gender","female"
32,"3812679769cd796509115b25b0f8247b","handedness","righthanded"
32,"3812679769cd796509115b25b0f8247b","Strategy","Den ersten Satz gut merken und dann den zweiten Satz schnell lesen."
32,"3812679769cd796509115b25b0f8247b","Guesses","Aufmerksamkeit, Textverständniss"
32,"3812679769cd796509115b25b0f8247b","Experiment_length","medium"
32,"3812679769cd796509115b25b0f8247b","Task_difficulty","medium"
32,"3812679769cd796509115b25b0f8247b","Problems","Nein"
32,"3812679769cd796509115b25b0f8247b","Remarks","Nein"
32,"3812679769cd796509115b25b0f8247b","KeepData","yes"
33,"e8f005ae63507fbdcd08a95888806806","Native_language","Deutsch"
33,"e8f005ae63507fbdcd08a95888806806","L1","Französisch"
33,"e8f005ae63507fbdcd08a95888806806","L1_age","13"
33,"e8f005ae63507fbdcd08a95888806806","L2","Englisch"
33,"e8f005ae63507fbdcd08a95888806806","L2_age","14"
33,"e8f005ae63507fbdcd08a95888806806","L3",""
33,"e8f005ae63507fbdcd08a95888806806","L3_age",""
33,"e8f005ae63507fbdcd08a95888806806","Age","24"
33,"e8f005ae63507fbdcd08a95888806806","L1_level","fluent"
33,"e8f005ae63507fbdcd08a95888806806","L2_level","fluent"
33,"e8f005ae63507fbdcd08a95888806806","gender","male"
33,"e8f005ae63507fbdcd08a95888806806","handedness","lefthanded"
33,"e8f005ae63507fbdcd08a95888806806","Strategy","Ich habe vor allem auf den letzten Teil des Satzes geachtet. "
33,"e8f005ae63507fbdcd08a95888806806","Guesses",""
33,"e8f005ae63507fbdcd08a95888806806","Experiment_length","medium"
33,"e8f005ae63507fbdcd08a95888806806","Task_difficulty","very easy"
33,"e8f005ae63507fbdcd08a95888806806","Problems","Nein"
33,"e8f005ae63507fbdcd08a95888806806","Remarks","Nein"
33,"e8f005ae63507fbdcd08a95888806806","KeepData","yes"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Native_language","Deutsch"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L1","Englisch"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L1_age","6"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L2","Spanisch"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L2_age","20"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L3","Französisch"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L3_age","12"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Age","25"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L1_level","fluent"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L2_level","intermediate"
34,"740b1f9a6b5de96d16d72a4f9f164d82","L3_level","elementary"
34,"740b1f9a6b5de96d16d72a4f9f164d82","gender","female"
34,"740b1f9a6b5de96d16d72a4f9f164d82","handedness","righthanded"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Strategy","Keine Strategie, allerdings wurde häufig durch ein Stichwort im zweiten Satz die Plausibilität ersichtlich "
34,"740b1f9a6b5de96d16d72a4f9f164d82","Guesses","Nein"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Experiment_length","medium"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Task_difficulty","very easy"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Problems","Nein"
34,"740b1f9a6b5de96d16d72a4f9f164d82","Remarks","Nein"
34,"740b1f9a6b5de96d16d72a4f9f164d82","KeepData","yes"
35,"6fffa6afc104d323172c5c2d8bb21539","Native_language","Deutsch"
35,"6fffa6afc104d323172c5c2d8bb21539","L1","Englisch"
35,"6fffa6afc104d323172c5c2d8bb21539","L1_age","11"
35,"6fffa6afc104d323172c5c2d8bb21539","L2",""
35,"6fffa6afc104d323172c5c2d8bb21539","L2_age",""
35,"6fffa6afc104d323172c5c2d8bb21539","L3",""
35,"6fffa6afc104d323172c5c2d8bb21539","L3_age",""
35,"6fffa6afc104d323172c5c2d8bb21539","Age","30"
35,"6fffa6afc104d323172c5c2d8bb21539","L1_level","advanced"
35,"6fffa6afc104d323172c5c2d8bb21539","gender","female"
35,"6fffa6afc104d323172c5c2d8bb21539","handedness","righthanded"
35,"6fffa6afc104d323172c5c2d8bb21539","Strategy","Nein, ich hatte keine Strategie. "
35,"6fffa6afc104d323172c5c2d8bb21539","Guesses","Eventuell wie Sätze mit Verneinungen sich auf das Verstehen auswirken. "
35,"6fffa6afc104d323172c5c2d8bb21539","Experiment_length","medium"
35,"6fffa6afc104d323172c5c2d8bb21539","Task_difficulty","very easy"
35,"6fffa6afc104d323172c5c2d8bb21539","Problems","Nein."
35,"6fffa6afc104d323172c5c2d8bb21539","Remarks","Nein."
35,"6fffa6afc104d323172c5c2d8bb21539","KeepData","yes"
36,"6d54c4d834085c927dd40261dc0e68d2","Native_language","deutsch"
36,"6d54c4d834085c927dd40261dc0e68d2","L1","englisch"
36,"6d54c4d834085c927dd40261dc0e68d2","L1_age","5"
36,"6d54c4d834085c927dd40261dc0e68d2","L2",""
36,"6d54c4d834085c927dd40261dc0e68d2","L2_age",""
36,"6d54c4d834085c927dd40261dc0e68d2","L3",""
36,"6d54c4d834085c927dd40261dc0e68d2","L3_age",""
36,"6d54c4d834085c927dd40261dc0e68d2","Age","22"
36,"6d54c4d834085c927dd40261dc0e68d2","L1_level","fluent"
36,"6d54c4d834085c927dd40261dc0e68d2","gender","male"
36,"6d54c4d834085c927dd40261dc0e68d2","handedness","righthanded"
36,"6d54c4d834085c927dd40261dc0e68d2","Strategy","Grob die Inhalte im Hinterkopf behalten. "
36,"6d54c4d834085c927dd40261dc0e68d2","Guesses","ob der Satzbau das Erinnerungsmvermögen beeinflusst"
36,"6d54c4d834085c927dd40261dc0e68d2","Experiment_length","medium"
36,"6d54c4d834085c927dd40261dc0e68d2","Task_difficulty","very easy"
36,"6d54c4d834085c927dd40261dc0e68d2","Problems",""
36,"6d54c4d834085c927dd40261dc0e68d2","Remarks",""
36,"6d54c4d834085c927dd40261dc0e68d2","KeepData","yes"
37,"b9ce8c88c1612df84279d76816ff031a","Native_language","Deutsch"
37,"b9ce8c88c1612df84279d76816ff031a","L1","Englisch"
37,"b9ce8c88c1612df84279d76816ff031a","L1_age","1"
37,"b9ce8c88c1612df84279d76816ff031a","L2","Französisch"
37,"b9ce8c88c1612df84279d76816ff031a","L2_age","12"
37,"b9ce8c88c1612df84279d76816ff031a","L3",""
37,"b9ce8c88c1612df84279d76816ff031a","L3_age",""
37,"b9ce8c88c1612df84279d76816ff031a","Age","29"
37,"b9ce8c88c1612df84279d76816ff031a","L1_level","fluent"
37,"b9ce8c88c1612df84279d76816ff031a","L2_level","elementary"
37,"b9ce8c88c1612df84279d76816ff031a","gender","male"
37,"b9ce8c88c1612df84279d76816ff031a","handedness","lefthanded"
37,"b9ce8c88c1612df84279d76816ff031a","Strategy","Nein"
37,"b9ce8c88c1612df84279d76816ff031a","Guesses","Leider nein"
37,"b9ce8c88c1612df84279d76816ff031a","Experiment_length","medium"
37,"b9ce8c88c1612df84279d76816ff031a","Task_difficulty","medium"
37,"b9ce8c88c1612df84279d76816ff031a","Problems",""
37,"b9ce8c88c1612df84279d76816ff031a","Remarks",""
37,"b9ce8c88c1612df84279d76816ff031a","KeepData","yes"
38,"3a843c459a17d09e39ca584aff5dc01c","Native_language","deutsch"
38,"3a843c459a17d09e39ca584aff5dc01c","L1","englisch"
38,"3a843c459a17d09e39ca584aff5dc01c","L1_age","8"
38,"3a843c459a17d09e39ca584aff5dc01c","L2",""
38,"3a843c459a17d09e39ca584aff5dc01c","L2_age",""
38,"3a843c459a17d09e39ca584aff5dc01c","L3",""
38,"3a843c459a17d09e39ca584aff5dc01c","L3_age",""
38,"3a843c459a17d09e39ca584aff5dc01c","Age","21"
38,"3a843c459a17d09e39ca584aff5dc01c","L1_level","fluent"
38,"3a843c459a17d09e39ca584aff5dc01c","gender","female"
38,"3a843c459a17d09e39ca584aff5dc01c","handedness","righthanded"
38,"3a843c459a17d09e39ca584aff5dc01c","Strategy",""
38,"3a843c459a17d09e39ca584aff5dc01c","Guesses",""
38,"3a843c459a17d09e39ca584aff5dc01c","Experiment_length","medium"
38,"3a843c459a17d09e39ca584aff5dc01c","Task_difficulty","medium"
38,"3a843c459a17d09e39ca584aff5dc01c","Problems",""
38,"3a843c459a17d09e39ca584aff5dc01c","Remarks",""
38,"3a843c459a17d09e39ca584aff5dc01c","KeepData","yes"
39,"9bb78725ee844b30427aef1f606666b9","Native_language","Deutsch"
39,"9bb78725ee844b30427aef1f606666b9","L1","Englisch"
39,"9bb78725ee844b30427aef1f606666b9","L1_age","9"
39,"9bb78725ee844b30427aef1f606666b9","L2",""
39,"9bb78725ee844b30427aef1f606666b9","L2_age",""
39,"9bb78725ee844b30427aef1f606666b9","L3",""
39,"9bb78725ee844b30427aef1f606666b9","L3_age",""
39,"9bb78725ee844b30427aef1f606666b9","Age","20"
39,"9bb78725ee844b30427aef1f606666b9","L1_level","fluent"
39,"9bb78725ee844b30427aef1f606666b9","gender","female"
39,"9bb78725ee844b30427aef1f606666b9","handedness","righthanded"
39,"9bb78725ee844b30427aef1f606666b9","Strategy",""
39,"9bb78725ee844b30427aef1f606666b9","Guesses",""
39,"9bb78725ee844b30427aef1f606666b9","Experiment_length","medium"
39,"9bb78725ee844b30427aef1f606666b9","Task_difficulty","very easy"
39,"9bb78725ee844b30427aef1f606666b9","Problems",""
39,"9bb78725ee844b30427aef1f606666b9","Remarks",""
39,"9bb78725ee844b30427aef1f606666b9","KeepData","yes"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Native_language","deutsch , türkisch"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L1","English"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L1_age","8"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L2",""
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L2_age",""
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L3",""
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L3_age",""
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Age","26"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","L1_level","advanced"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","gender","male"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","handedness","lefthanded"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Strategy","schlüsselwörter"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Guesses","konzentration und erinnerungsvermögen"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Experiment_length","very long"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Task_difficulty","medium"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Problems","nein"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","Remarks","nein"
40,"d72e95f83d44e98b68740e0fbcc4c0e2","KeepData","yes"
